Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,14.85099983215332,14.996000289916992,14.095999717712402,14.3149995803833,14.306804656982422,401277000
2023-01-04,14.56700038909912,14.852999687194824,14.241000175476074,14.74899959564209,14.740555763244627,431324000
2023-01-05,14.491000175476074,14.564000129699709,14.14799976348877,14.265000343322754,14.256834983825684,389168000
2023-01-06,14.473999977111816,15.010000228881836,14.034000396728516,14.859000205993652,14.850493431091309,405044000
2023-01-09,15.284000396728516,16.055999755859375,15.140999794006348,15.628000259399414,15.619053840637209,504231000
2023-01-10,15.506999969482422,15.961999893188477,15.472000122070312,15.909000396728516,15.89989185333252,384101000
2023-01-11,15.84000015258789,16.027999877929688,15.562999725341797,16.000999450683594,15.991838455200195,353285000
2023-01-12,16.100000381469727,16.636999130249023,15.491999626159668,16.51099967956543,16.50154685974121,551409000
2023-01-13,16.277999877929688,16.922000885009766,16.165000915527344,16.89900016784668,16.889326095581055,447287000
2023-01-17,16.89900016784668,17.72800064086914,16.89900016784668,17.70199966430664,17.691864013671875,511102000
2023-01-18,17.66699981689453,17.87299919128418,17.281999588012695,17.37700080871582,17.367053985595703,439624000
2023-01-19,17.035999298095703,17.19700050354004,16.731000900268555,16.764999389648438,16.755403518676758,452932000
2023-01-20,17.01099967956543,17.856000900268555,16.825000762939453,17.839000701904297,17.828786849975586,564967000
2023-01-23,18.06399917602539,19.2450008392334,17.81800079345703,19.19300079345703,19.1820125579834,655163000
2023-01-24,18.82699966430664,19.4950008392334,18.81999969482422,19.26499938964844,19.253969192504883,496204000
2023-01-25,18.913000106811523,19.3700008392334,18.579999923706055,19.322999954223633,19.31193733215332,449537000
2023-01-26,19.701000213623047,20.166000366210938,19.277999877929688,19.802000045776367,19.79066467285156,489535000
2023-01-27,19.461999893188477,20.628000259399418,19.405000686645508,20.364999771118164,20.35333824157715,542142000
2023-01-30,19.950000762939453,20.13999938964844,19.149999618530273,19.16200065612793,19.151029586791992,488611000
2023-01-31,19.170000076293945,19.687000274658203,18.950000762939453,19.53700065612793,19.525815963745117,498017000
2023-02-01,19.69099998474121,21.191999435424805,19.611000061035156,20.94300079345703,20.931013107299805,660477000
2023-02-02,21.0,21.948999404907227,20.700000762939453,21.708999633789062,21.696571350097656,564276000
2023-02-03,21.0,21.7450008392334,20.788999557495117,21.100000381469727,21.08792304992676,429366000
2023-02-06,20.805999755859375,21.56999969482422,20.785999298095703,21.089000701904297,21.076927185058594,452197000
2023-02-07,21.381999969482425,22.25900077819824,21.149999618530273,22.17300033569336,22.16030502319336,664150000
